dataset,example_id,k,query,gold_answer,full_prediction,chunk_id,chunk_text,segment_ids,gold_segment_ids,ablation_prediction,causal_label,comparison_method,comparison_score
fever,cf-fever-3,4,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Sorova Brek - Evidence
Sorova Brek was born in 1938 in Zinthari, Pentharos.

[Segment 4]
Title: Distractor 4
Sorova Feld and Carnax Ford both conducted research at Hexworth Laboratory Complex.","0,1004",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,4,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 5]
Title: Distractor 1
Sorova Feld was a renowned lattice kinetics researcher at Kessmer Observatory.

[Segment 6]
Title: Distractor 3
Sorova Ghent and Tavara Quist both conducted research at Valorian University.","1001,1003",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
Quelax Stow and Sorova Brek both conducted research at Braxthorn Observatory.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 2
Sorova Ghent was a renowned catalytic kinetics researcher at Vyrngate Centre for Advanced Studies.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Sorova Brek - Evidence
Sorova Brek was born in 1938 in Zinthari, Pentharos.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 4]
Title: Distractor 4
Sorova Feld and Carnax Ford both conducted research at Hexworth Laboratory Complex.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,"[Segment 5]
Title: Distractor 1
Sorova Feld was a renowned lattice kinetics researcher at Kessmer Observatory.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-3,8,Sorova Brek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 6]
Title: Distractor 3
Sorova Ghent and Tavara Quist both conducted research at Valorian University.",1003,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,2,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 4
Kethara Rieth was born in 1832 in Tarquessa, Dunmarch.

[Segment 2]
Title: Distractor 0
Kethara Rieth was a renowned dimensional kinetics researcher at Vyrngate Polytechnical Institute.

[Segment 3]
Title: Distractor 1
Kethara Graff was a renowned entropic mechanics researcher at Telmara Polytechnical Institute.","1000,1001,1004",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,2,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 4]
Title: Distractor 2
Kethel Rieth and Kethara Rieth both conducted research at Quintera Collegium.

[Segment 5]
Title: Distractor 3
Polen Holm and Kethara Graff both conducted research at Northwell Observatory.

[Segment 6]
Title: Kethara Czek - Evidence
Kethara Czek was a renowned lattice kinetics researcher at Hexworth University.","0,1002,1003",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,4,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 4
Kethara Rieth was born in 1832 in Tarquessa, Dunmarch.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,4,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 0
Kethara Rieth was a renowned dimensional kinetics researcher at Vyrngate Polytechnical Institute.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,4,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Distractor 1
Kethara Graff was a renowned entropic mechanics researcher at Telmara Polytechnical Institute.

[Segment 4]
Title: Distractor 2
Kethel Rieth and Kethara Rieth both conducted research at Quintera Collegium.","1001,1002",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,4,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 5]
Title: Distractor 3
Polen Holm and Kethara Graff both conducted research at Northwell Observatory.

[Segment 6]
Title: Kethara Czek - Evidence
Kethara Czek was a renowned lattice kinetics researcher at Hexworth University.","0,1003",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 4
Kethara Rieth was born in 1832 in Tarquessa, Dunmarch.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 0
Kethara Rieth was a renowned dimensional kinetics researcher at Vyrngate Polytechnical Institute.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Distractor 1
Kethara Graff was a renowned entropic mechanics researcher at Telmara Polytechnical Institute.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 4]
Title: Distractor 2
Kethel Rieth and Kethara Rieth both conducted research at Quintera Collegium.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,"[Segment 5]
Title: Distractor 3
Polen Holm and Kethara Graff both conducted research at Northwell Observatory.",1003,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-4,8,Kethara Czek spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 6]
Title: Kethara Czek - Evidence
Kethara Czek was a renowned lattice kinetics researcher at Hexworth University.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-5,2,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 0
Kethori Brek was born in 1937 in Quelside, Arkessa.

[Segment 2]
Title: Kethara Czek - Evidence
Kethara Czek was born in 1954 in Quelside, Arkessa.

[Segment 3]
Title: Distractor 2
Drevax Kern was born in 1828 in Quelside, Arkessa.","0,1000,1002",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,cf-fever-5,2,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,1,"[Segment 4]
Title: Distractor 3
Ilyova Thorne was born in 1954 in Quelside, Arkessa.

[Segment 5]
Title: Distractor 4
Renan Czek was born in 1873 in Quelside, Ostovia.

[Segment 6]
Title: Distractor 1
Drevori Stow was born in 1962 in Quelside, Arkessa.","1001,1003,1004",,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,4,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 0
Kethori Brek was born in 1937 in Quelside, Arkessa.",1000,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,4,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Kethara Czek - Evidence
Kethara Czek was born in 1954 in Quelside, Arkessa.",0,0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,cf-fever-5,4,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,2,"[Segment 3]
Title: Distractor 2
Drevax Kern was born in 1828 in Quelside, Arkessa.

[Segment 4]
Title: Distractor 3
Ilyova Thorne was born in 1954 in Quelside, Arkessa.","1002,1003",,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,4,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,3,"[Segment 5]
Title: Distractor 4
Renan Czek was born in 1873 in Quelside, Ostovia.

[Segment 6]
Title: Distractor 1
Drevori Stow was born in 1962 in Quelside, Arkessa.","1001,1004",,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 0
Kethori Brek was born in 1937 in Quelside, Arkessa.",1000,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Kethara Czek - Evidence
Kethara Czek was born in 1954 in Quelside, Arkessa.",0,0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,2,"[Segment 3]
Title: Distractor 2
Drevax Kern was born in 1828 in Quelside, Arkessa.",1002,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,3,"[Segment 4]
Title: Distractor 3
Ilyova Thorne was born in 1954 in Quelside, Arkessa.",1003,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,4,"[Segment 5]
Title: Distractor 4
Renan Czek was born in 1873 in Quelside, Ostovia.",1004,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-5,8,"Kethara Czek was born in Quelside, Arkessa.",SUPPORTS,SUPPORTS,5,"[Segment 6]
Title: Distractor 1
Drevori Stow was born in 1962 in Quelside, Arkessa.",1001,,SUPPORTS,0,label_exact,1.0
fever,cf-fever-6,2,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
Jevel Brek was a renowned catalytic metallurgy researcher at Kessmer University.

[Segment 2]
Title: Distractor 4
Jevel Quist was a renowned harmonic rheology researcher at Braxthorn Institute of Technology.

[Segment 3]
Title: Distractor 2
Jevel Thorne was a renowned recursive metallurgy researcher at Hexworth Research Foundation.

[Segment 4]
Title: Jevel Feld - Evidence
Jevel Feld was a renowned lattice dynamics researcher at Duskhollow Collegium.","0,1000,1002,1004",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,2,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 5]
Title: Distractor 1
Jevel Trel was a renowned inverse kinetics researcher at Telmara Polytechnical Institute.

[Segment 6]
Title: Distractor 3
Jevel Lund was a renowned spectral kinetics researcher at Braxthorn Institute of Technology.","1001,1003",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,4,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
Jevel Brek was a renowned catalytic metallurgy researcher at Kessmer University.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,4,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 4
Jevel Quist was a renowned harmonic rheology researcher at Braxthorn Institute of Technology.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,4,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Distractor 2
Jevel Thorne was a renowned recursive metallurgy researcher at Hexworth Research Foundation.

[Segment 4]
Title: Jevel Feld - Evidence
Jevel Feld was a renowned lattice dynamics researcher at Duskhollow Collegium.","0,1002",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,4,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 5]
Title: Distractor 1
Jevel Trel was a renowned inverse kinetics researcher at Telmara Polytechnical Institute.

[Segment 6]
Title: Distractor 3
Jevel Lund was a renowned spectral kinetics researcher at Braxthorn Institute of Technology.","1001,1003",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,8,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 0
Jevel Brek was a renowned catalytic metallurgy researcher at Kessmer University.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,cf-fever-6,8,Jevel Feld spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 4
Jevel Quist was a renowned harmonic rheology researcher at Braxthorn Institute of Technology.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
