dataset,example_id,query,gold_answer,task_type,model,prediction_raw,prediction_normalized,is_correct,n_segments,prompt_tokens,time_seconds
fever,cf-fever-52,Renori Phen was a crystalline kinetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,815,0.37
fever,cf-fever-53,"Renori Phen was born in Tarquessa, Arkessa.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,874,0.56
fever,cf-fever-54,Ilyax Graff collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,840,0.37
fever,cf-fever-55,"Ilyax Graff was born in Oxmeade, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,893,0.38
fever,cf-fever-56,Luxion Czek was a spectral ecology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,811,0.65
fever,cf-fever-57,"Luxion Czek was born in Yendrath, Hexland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,893,0.36
fever,cf-fever-58,Wexis Ford was a catalytic acoustics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,842,0.37
fever,cf-fever-59,Wexis Ford published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,841,0.38
fever,cf-fever-60,Luxel Ghent was a catalytic topology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,833,0.38
fever,cf-fever-61,"Luxel Ghent was born in Dunhaven, Ostovia.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,857,0.38
fever,cf-fever-62,Omova Czek was a dimensional thermology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,822,0.39
fever,cf-fever-63,Omova Czek published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,827,0.54
fever,cf-fever-64,Falion Lund was a catalytic ecology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,812,0.54
fever,cf-fever-65,"Falion Lund was born in Solkaris, Arkessa.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,882,0.39
fever,cf-fever-66,Omis Marr collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.35
fever,cf-fever-67,"Omis Marr was born in Dunhaven, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,849,0.77
fever,cf-fever-68,Tavara Ford was a temporal biometry researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,813,0.34
fever,cf-fever-69,"Tavara Ford was born in Yendrath, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,875,0.38
fever,cf-fever-70,Carnax Ford was a lattice kinetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,812,0.35
fever,cf-fever-71,"Carnax Ford was born in Velquora, Queloria.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,881,0.38
fever,cf-fever-72,Myris Dann was a lattice energetics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,822,0.35
fever,cf-fever-73,Myris Dann published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,803,0.65
fever,cf-fever-74,Renax Ghent was a subaquatic ecology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,823,0.36
fever,cf-fever-75,Renax Ghent was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,863,0.68
fever,cf-fever-76,Quelion Ford collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,843,0.38
fever,cf-fever-77,Quelion Ford collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,839,0.38
fever,cf-fever-78,Jevion Phen was a entropic synthesis researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,833,0.36
fever,cf-fever-79,Jevion Phen was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,873,0.61
fever,cf-fever-80,Omara Rieth was a chromatic photonics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,827,0.39
fever,cf-fever-81,Omara Rieth was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,831,0.36
fever,cf-fever-82,Tavis Voss was a crystalline energetics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,844,0.66
fever,cf-fever-83,"Tavis Voss was born in Yendrath, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,897,0.65
fever,cf-fever-84,Tavax Lund was a anisotropic biometry researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,825,0.38
fever,cf-fever-85,"Tavax Lund was born in Oxmeade, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,875,0.38
fever,cf-fever-86,Brinori Feld published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.37
fever,cf-fever-87,"Brinori Feld was born in Solkaris, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,889,0.60
fever,cf-fever-88,Jevara Quist was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,827,0.36
fever,cf-fever-89,Jevara Quist spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,815,0.37
fever,cf-fever-90,Brinara Quist was a harmonic energetics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,836,0.39
fever,cf-fever-91,Brinara Quist was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,851,0.72
fever,cf-fever-92,Omion Dann was a stochastic optics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,818,0.37
fever,cf-fever-93,"Omion Dann was born in Talmera, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,882,0.39
fever,cf-fever-94,Jevel Trel was a anisotropic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,837,0.60
fever,cf-fever-95,"Jevel Trel was born in Tarquessa, Arkessa.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,877,0.41
fever,cf-fever-96,Myren Quist was a lattice biometry researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,816,0.56
fever,cf-fever-97,Myren Quist spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,822,0.39
fever,cf-fever-98,Drevova Trel was a chromatic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,845,1.77
fever,cf-fever-99,"Drevova Trel was born in Solkaris, Hexland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,882,0.49
fever,cf-fever-100,Carnis Laine was a spectral topology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,808,0.54
fever,cf-fever-101,"Carnis Laine was born in Tarquessa, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,888,0.46
fever,cf-fever-102,Falara Feld was a inverse mechanics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,787,0.75
fever,cf-fever-103,Falara Feld was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,851,0.39
fever,cf-fever-104,Luxan Czek collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,829,0.37
fever,cf-fever-105,Luxan Czek published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,824,0.38
fever,cf-fever-106,Holara Wick was a dimensional acoustics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,819,0.37
fever,cf-fever-107,"Holara Wick was born in Talmera, Varnheim.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,877,0.39
fever,cf-fever-108,Polen Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,840,0.38
fever,cf-fever-109,"Polen Rieth was born in Brelmoor, Queloria.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,905,0.78
fever,cf-fever-110,Kethel Wick spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,810,0.54
fever,cf-fever-111,Kethel Wick spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.36
fever,cf-fever-112,Jevis Quist was a recursive metallurgy researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,823,0.37
fever,cf-fever-113,"Jevis Quist was born in Tarquessa, Ostovia.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,886,0.57
fever,cf-fever-114,Brinis Dann was a crystalline synthesis researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,804,0.62
fever,cf-fever-115,Brinis Dann published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,817,0.56
fever,cf-fever-116,Brinan Brek was a dimensional biometry researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,810,0.35
fever,cf-fever-117,"Brinan Brek was born in Zinthari, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,887,0.41
fever,cf-fever-118,Wexel Lund was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,867,0.90
fever,cf-fever-119,"Wexel Lund was born in Holvaine, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,882,0.40
fever,cf-fever-120,Ometh Quist was a subaquatic rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,824,0.37
fever,cf-fever-121,"Ometh Quist was born in Plyrath, Tasserin.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,885,0.58
fever,cf-fever-122,Myrova Voss was a crystalline thermology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,836,0.39
fever,cf-fever-123,Myrova Voss published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,848,0.64
fever,cf-fever-124,Omara Kern was a temporal rheology researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,814,0.36
fever,cf-fever-125,Omara Kern published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,833,0.38
fever,cf-fever-126,Ketheth Phen was a recursive thermology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,820,0.58
fever,cf-fever-127,"Ketheth Phen was born in Quelside, Ostovia.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,889,0.39
fever,cf-fever-128,Myris Quist spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,818,0.39
fever,cf-fever-129,"Myris Quist was born in Holvaine, Arkessa.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,877,0.37
fever,cf-fever-130,Taven Wick was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,835,0.38
fever,cf-fever-131,"Taven Wick was born in Oxmeade, Varnheim.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,878,0.67
fever,cf-fever-132,Polel Trel was a catalytic dynamics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,847,0.60
fever,cf-fever-133,"Polel Trel was born in Dunhaven, Dunmarch.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,874,0.42
fever,cf-fever-134,Carnara Holm was a anisotropic photonics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,840,0.37
fever,cf-fever-135,"Carnara Holm was born in Talmera, Pentharos.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,892,0.57
fever,cf-fever-136,Carnara Ghent was a subaquatic photonics researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,839,0.38
fever,cf-fever-137,"Carnara Ghent was born in Talmera, Ostovia.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,890,0.41
fever,cf-fever-138,Velen Graff was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,826,0.39
fever,cf-fever-139,Velen Graff published a controversial paper on theoretical applications.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,817,0.36
fever,cf-fever-140,Drevan Rieth spent a sabbatical at an undisclosed foreign institution.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,849,0.40
fever,cf-fever-141,"Drevan Rieth was born in Yendrath, Brelland.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,898,0.42
fever,cf-fever-142,Wexel Brek was a resonant ecology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,804,0.38
fever,cf-fever-143,Wexel Brek was nominated for an international distinction in a related field.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,845,0.40
fever,cf-fever-144,Holion Phen was a spectral acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,813,0.36
fever,cf-fever-145,"Holion Phen was born in Solkaris, Ostovia.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,882,0.40
fever,cf-fever-146,Holion Wick was a stochastic acoustics researcher.,REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,834,0.60
fever,cf-fever-147,"Holion Wick was born in Oxmeade, Tasserin.",SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,884,0.41
fever,cf-fever-148,Brinel Marr was a temporal thermology researcher.,SUPPORTS,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,812,0.36
fever,cf-fever-149,"Brinel Marr was born in Zinthari, Brelland.",REFUTES,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,True,23,870,0.78
fever,cf-fever-150,Renis Trel collaborated on a classified research initiative.,NOT_ENOUGH_INFO,classification,Qwen/Qwen2.5-0.5B-Instruct,REFUTES,REFUTES,False,23,827,0.40
