dataset,example_id,k,query,gold_answer,full_prediction,chunk_id,chunk_text,segment_ids,gold_segment_ids,ablation_prediction,causal_label,comparison_method,comparison_score
fever,fever-synth-0002,4,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 6]
Title: Distractor 6
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 7]
Title: Distractor 1
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 8]
Title: Distractor 0
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","1000,1001,1006",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Isaac Newton - Evidence
Isaac Newton was a renowned mathematician.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,Historical records confirm that Isaac Newton formulated the laws of motion.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,This contribution significantly advanced the field.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"[Segment 2]
Title: Distractor 5
The Great Wall of China stretches over 13,000 miles across northern China.",1005,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,"[Segment 3]
Title: Distractor 4
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.",1004,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 4]
Title: Distractor 3
The International Space Station orbits Earth approximately every 90 minutes.",1003,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,6,"[Segment 5]
Title: Distractor 2
Plate tectonics theory explains the movement of Earth's lithospheric plates.

[Segment 6]
Title: Distractor 6
Photosynthesis converts carbon dioxide and water into glucose and oxygen.","1002,1006",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0002,8,Isaac Newton was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,7,"[Segment 7]
Title: Distractor 1
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 8]
Title: Distractor 0
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","1000,1001",,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0003,2,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
The Sahara Desert is the largest hot desert in the world.

[Segment 2]
Title: Distractor 3
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 3]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 4]
Title: Distractor 1
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 5]
Title: Distractor 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.","1000,1001,1003,1005,1006",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,2,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,1,"[Segment 6]
Title: Charles Darwin - Evidence
Charles Darwin was a renowned naturalist.

Historical records confirm that Charles Darwin proposed the theory of evolution.

This contribution significantly advanced the field.

[Segment 7]
Title: Distractor 4
The periodic table organizes chemical elements by their atomic number.

[Segment 8]
Title: Distractor 2
The Pacific Ocean is the largest and deepest ocean on Earth.","0,1002,1004",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0003,4,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
The Sahara Desert is the largest hot desert in the world.

[Segment 2]
Title: Distractor 3
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 3]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.","1003,1005,1006",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,4,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,1,"[Segment 4]
Title: Distractor 1
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 5]
Title: Distractor 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 6]
Title: Charles Darwin - Evidence
Charles Darwin was a renowned naturalist.","0,1000,1001",0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,4,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,2,"Historical records confirm that Charles Darwin proposed the theory of evolution.

This contribution significantly advanced the field.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,4,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,3,"[Segment 7]
Title: Distractor 4
The periodic table organizes chemical elements by their atomic number.

[Segment 8]
Title: Distractor 2
The Pacific Ocean is the largest and deepest ocean on Earth.","1002,1004",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 5
The Sahara Desert is the largest hot desert in the world.",1005,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Distractor 3
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.",1003,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,2,"[Segment 3]
Title: Distractor 6
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1006,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,3,"[Segment 4]
Title: Distractor 1
The Eiffel Tower is located in Paris, France, and was built in 1889.",1001,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,4,"[Segment 5]
Title: Distractor 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1000,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,5,"[Segment 6]
Title: Charles Darwin - Evidence
Charles Darwin was a renowned naturalist.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,6,"Historical records confirm that Charles Darwin proposed the theory of evolution.

This contribution significantly advanced the field.",0,0,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0003,8,Charles Darwin proposed the theory of evolution.,SUPPORTS,SUPPORTS,7,"[Segment 7]
Title: Distractor 4
The periodic table organizes chemical elements by their atomic number.

[Segment 8]
Title: Distractor 2
The Pacific Ocean is the largest and deepest ocean on Earth.","1002,1004",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0004,2,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,0,"[Segment 1]
Title: Nikola Tesla - Evidence
Nikola Tesla was a renowned inventor.

Historical records confirm that Nikola Tesla developed the alternating current system.

This contribution significantly advanced the field.

[Segment 2]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.","0,1003",0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0004,2,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,1,"[Segment 3]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.

[Segment 4]
Title: Distractor 2
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 1
The Great Wall of China stretches over 13,000 miles across northern China.","1000,1001,1002",,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,4,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,0,"[Segment 1]
Title: Nikola Tesla - Evidence
Nikola Tesla was a renowned inventor.

Historical records confirm that Nikola Tesla developed the alternating current system.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,4,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,1,"This contribution significantly advanced the field.

[Segment 2]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.","0,1003",0,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,4,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,2,"[Segment 3]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.",1000,,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,4,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,3,"[Segment 4]
Title: Distractor 2
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 5]
Title: Distractor 1
The Great Wall of China stretches over 13,000 miles across northern China.","1001,1002",,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,0,"[Segment 1]
Title: Nikola Tesla - Evidence
Nikola Tesla was a renowned inventor.",0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,1,Historical records confirm that Nikola Tesla developed the alternating current system.,0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,2,This contribution significantly advanced the field.,0,0,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,3,"[Segment 2]
Title: Distractor 3
The human body contains approximately 206 bones in the adult skeleton.",1003,,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,4,"[Segment 3]
Title: Distractor 0
The periodic table organizes chemical elements by their atomic number.",1000,,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,5,"[Segment 4]
Title: Distractor 2
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1002,,REFUTES,0,label_exact,1.0
fever,fever-synth-0004,8,Nikola Tesla never developed any alternating current system.,REFUTES,REFUTES,6,"[Segment 5]
Title: Distractor 1
The Great Wall of China stretches over 13,000 miles across northern China.",1001,,REFUTES,0,label_exact,1.0
fever,fever-synth-0005,2,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 1
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.

[Segment 2]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 3]
Title: Ada Lovelace - Evidence
Ada Lovelace was a renowned mathematician.","0,1001,1002",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,2,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"Historical records confirm that Ada Lovelace wrote the first computer algorithm.

This contribution significantly advanced the field.

[Segment 4]
Title: Distractor 0
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.","0,1000",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,4,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 1
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,4,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,4,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Ada Lovelace - Evidence
Ada Lovelace was a renowned mathematician.

Historical records confirm that Ada Lovelace wrote the first computer algorithm.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,4,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,"This contribution significantly advanced the field.

[Segment 4]
Title: Distractor 0
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.","0,1000",0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,0,"[Segment 1]
Title: Distractor 1
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.",1001,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,1,"[Segment 2]
Title: Distractor 2
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1002,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,2,"[Segment 3]
Title: Ada Lovelace - Evidence
Ada Lovelace was a renowned mathematician.",0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,3,Historical records confirm that Ada Lovelace wrote the first computer algorithm.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,4,This contribution significantly advanced the field.,0,0,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0005,8,Ada Lovelace was involved in a classified government project.,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO,5,"[Segment 4]
Title: Distractor 0
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.",1000,,NOT_ENOUGH_INFO,0,label_exact,1.0
fever,fever-synth-0006,2,Galileo Galilei improved the telescope.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 2
The Great Wall of China stretches over 13,000 miles across northern China.

[Segment 2]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 3]
Title: Distractor 1
Plate tectonics theory explains the movement of Earth's lithospheric plates.","1000,1001,1002",,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0006,2,Galileo Galilei improved the telescope.,SUPPORTS,SUPPORTS,1,"[Segment 4]
Title: Galileo Galilei - Evidence
Galileo Galilei was a renowned astronomer.

Historical records confirm that Galileo Galilei improved the telescope.

This contribution significantly advanced the field.",0,0,NOT_ENOUGH_INFO,1,label_exact,0.0
fever,fever-synth-0006,4,Galileo Galilei improved the telescope.,SUPPORTS,SUPPORTS,0,"[Segment 1]
Title: Distractor 2
The Great Wall of China stretches over 13,000 miles across northern China.",1002,,SUPPORTS,0,label_exact,1.0
fever,fever-synth-0006,4,Galileo Galilei improved the telescope.,SUPPORTS,SUPPORTS,1,"[Segment 2]
Title: Distractor 0
The Renaissance period lasted from the 14th to the 17th century in Europe.",1000,,SUPPORTS,0,label_exact,1.0
